,Unnamed: 0.1,Unnamed: 0,Date,Open,High,Low,Close,Volume,Ticker,TP,TP_SMA,MD,CCI,SMA_14,STD_14,RSI,BU,BL,Pos,Strategy,Balance,Actions,Return rate
9763,9763,9880,2015-02-16,1460.0400390625,1474.56005859375,1458.4300537109375,1472.97998046875,57656400,TA35.TA,1468.6566975911458,1459.529337565104,2.977205403645803,204.3831667299952,1456.4978608630954,6.249510758331248,76.94549307901197,1468.9968823797578,1443.998839346433,1460.0400390625,BbCCI,100000.0,,
9764,9764,9881,2015-02-17,1470.0899658203125,1479.1300048828125,1467.0999755859375,1474.949951171875,35085800,TA35.TA,1473.7266438802085,1461.4986694335937,3.911066080729165,208.43378240466535,1457.9364275251116,7.681729238573135,75.46107737809044,1473.2998860022578,1442.5729690479654,1470.0899658203125,BbCCI,100000.0,,
9765,9765,9882,2015-02-18,1480.2900390625,1485.1199951171875,1478.8699951171875,1483.6700439453125,65383500,TA35.TA,1482.5533447265625,1464.032999674479,6.567537434895757,187.9988781759409,1460.3871430896577,9.587928506583344,78.58910061682347,1479.5630001028244,1441.211286076491,1480.2900390625,BbCCI,100000.0,,
9766,9766,9883,2015-02-19,1485.0799560546875,1490.4000244140625,1480.93994140625,1485.780029296875,91886000,TA35.TA,1485.7066650390625,1466.4416666666666,8.975336914062472,143.09582326810616,1463.125238327753,10.960865480865456,77.96435779019075,1485.046969289484,1441.2035073660222,68.0,BbCCI,100000.0,OrderType.OPEN_SHORT,
9767,9767,9884,2015-02-22,1494.5799560546875,1499.6400146484375,1493.050048828125,1495.5400390625,21331600,TA35.TA,1496.0767008463542,1469.894669596354,11.69693522135417,149.22445212943,1466.6683378673736,12.992867129497489,82.35363640522786,1492.6540721263686,1440.6826036083785,0.0,BbCCI,200618.35558042978,,
9768,9768,9885,2015-02-23,1497.0799560546875,1506.4200439453125,1492.1500244140625,1503.3399658203125,43831700,TA35.TA,1500.6366780598958,1474.0926717122395,13.720540364583348,128.97454299576384,1469.9971487862724,15.276076297271812,88.14048936008187,1500.549301380816,1439.4449961917287,0.0,BbCCI,200618.35558042978,,
9769,9769,9886,2015-02-24,1506.699951171875,1508.5899658203125,1499.8800048828125,1501.1500244140625,69477600,TA35.TA,1503.2066650390625,1478.2953369140623,15.340673828125023,108.25829601360556,1473.2826218377977,17.146207934688817,88.15052964325275,1507.5750377071754,1438.99020596842,0.0,BbCCI,200618.35558042978,,
9770,9770,9887,2015-02-25,1501.68994140625,1509.81005859375,1498.77001953125,1508.5,51812400,TA35.TA,1505.693359375,1482.973673502604,15.290340169270848,99.05899463704527,1476.4307192847843,18.805877978799742,92.30212248670333,1514.0424752423835,1438.818963327185,0.0,BbCCI,200618.35558042978,,
9771,9771,9888,2015-02-26,1514.97998046875,1521.3199462890625,1511.56005859375,1517.93994140625,107010000,TA35.TA,1516.9399820963542,1489.2023396809896,15.308337402343772,120.79536218878977,1480.3873843238468,21.118505058008616,100.0,1522.624394439864,1438.1503742078296,0.0,BbCCI,200618.35558042978,,
9772,9772,9889,2015-03-01,1521.77001953125,1535.3499755859375,1520.9000244140625,1535.1700439453125,17973900,TA35.TA,1530.4733479817708,1496.3670084635417,15.022998046875,151.35167832594604,1485.5171479724702,23.96449764588468,100.0,1533.4461432642397,1437.588152680701,0.0,BbCCI,200618.35558042978,,
9773,9773,9890,2015-03-02,1537.97998046875,1539.1099853515625,1529.3900146484375,1535.5999755859375,46193400,TA35.TA,1534.6999918619792,1502.971337890625,15.23133138020835,138.87450448611767,1490.7685750325522,26.174612046963265,100.0,1543.1177991264788,1438.4193509386257,0.0,BbCCI,200618.35558042978,,
9774,9774,9891,2015-03-03,1539.3800048828125,1540.0799560546875,1524.510009765625,1526.5899658203125,39598700,TA35.TA,1530.393310546875,1508.6380045572917,15.590922851562503,93.02552173770376,1495.8745262509303,26.45256163594491,93.40275829914434,1548.77964952282,1442.9694029790403,0.0,BbCCI,200618.35558042978,,
9775,9775,9892,2015-03-04,1533.06005859375,1534.010009765625,1527.219970703125,1529.780029296875,42332500,TA35.TA,1530.336669921875,1513.4163370768229,15.152323404947923,74.4454932437485,1501.280479794457,25.07819322058442,92.27866868185149,1551.436866235626,1451.124093353288,0.0,BbCCI,200618.35558042978,,
9776,9776,9893,2015-03-08,1528.8499755859375,1537.8599853515625,1526.989990234375,1537.68994140625,14963200,TA35.TA,1534.1799723307292,1518.2636678059896,13.75299072265625,77.15317996746515,1506.6628592354912,23.28811972910976,92.37180827830906,1553.2390986937107,1460.0866197772716,0.0,BbCCI,200618.35558042978,,
