,Date,Open,High,Low,Close,Volume,Ticker
0,2016-01-04,1134.0799560546875,1134.0799560546875,1100.530029296875,1108.6199951171875,4304880000,^RUT
1,2016-01-05,1109.0999755859375,1112.6700439453125,1104.75,1110.43994140625,3706620000,^RUT
2,2016-01-06,1109.4599609375,1109.4599609375,1088.77001953125,1094.3699951171875,4336660000,^RUT
3,2016-01-07,1090.949951171875,1090.949951171875,1063.8399658203125,1064.5699462890625,5076590000,^RUT
4,2016-01-08,1065.8499755859375,1072.0899658203125,1045.1099853515625,1046.199951171875,4664940000,^RUT
5,2016-01-11,1046.6400146484375,1052.5899658203125,1031.6700439453125,1041.9000244140625,4607290000,^RUT
6,2016-01-12,1044.97998046875,1056.9200439453125,1028.1400146484375,1044.699951171875,4887260000,^RUT
7,2016-01-13,1045.739990234375,1050.6600341796875,1005.6900024414062,1010.1900024414062,5087030000,^RUT
8,2016-01-14,1010.6400146484375,1033.5799560546875,999.6199951171875,1025.6700439453125,5241110000,^RUT
9,2016-01-15,1023.9199829101562,1023.9199829101562,983.97998046875,1007.719970703125,5468460000,^RUT
10,2016-01-19,1010.2999877929688,1017.8300170898438,985.219970703125,994.8699951171875,4928350000,^RUT
11,2016-01-20,991.7899780273438,1008.6799926757812,958.47998046875,999.3099975585938,6416070000,^RUT
12,2016-01-21,999.530029296875,1014.5,992.1199951171875,997.3400268554688,5078810000,^RUT
13,2016-01-22,999.8099975585938,1021.8400268554688,999.8099975585938,1020.6599731445312,4901760000,^RUT
14,2016-01-25,1019.4299926757812,1019.4299926757812,996.0399780273438,997.3699951171875,4401380000,^RUT
15,2016-01-26,998.1900024414062,1019.510009765625,998.1900024414062,1017.969970703125,4357940000,^RUT
16,2016-01-27,1016.9000244140625,1021.8499755859375,998.8099975585938,1002.75,4754040000,^RUT
17,2016-01-28,1004.1500244140625,1014.47998046875,1000.3800048828125,1003.27001953125,4693010000,^RUT
18,2016-01-29,1003.52001953125,1035.3800048828125,1003.52001953125,1035.3800048828125,5497570000,^RUT
19,2016-02-01,1033.530029296875,1037.27001953125,1020.5900268554688,1032.3900146484375,4322530000,^RUT
20,2016-02-02,1030.56005859375,1030.56005859375,1005.4000244140625,1008.8400268554688,4463190000,^RUT
21,2016-02-03,1009.5,1016.9199829101562,989.25,1010.2999877929688,5172950000,^RUT
22,2016-02-04,1009.9299926757812,1025.1099853515625,1008.5900268554688,1014.7899780273438,5193320000,^RUT
23,2016-02-05,1014.3099975585938,1014.3099975585938,985.6199951171875,985.6199951171875,4929940000,^RUT
24,2016-02-08,982.1500244140625,982.1500244140625,955.7100219726562,969.3400268554688,5636460000,^RUT
25,2016-02-09,967.8499755859375,975.1400146484375,957.0900268554688,963.9000244140625,5132140000,^RUT
