,Date,Open,High,Low,Close,Volume,Ticker,SMA_20,STD_20,TP,TP_SMA,MD,CCI,RSI,BU,BL
24,2016-03-07,1081.280029296875,1094.5,1077.93994140625,1094.1500244140625,4968180000,^RUT,1018.7500122070312,41.68473269917559,1088.8633219401042,1037.372862316313,23.575649962133273,145.60350674387647,86.88742545504294,1102.1194776053824,935.38054680868
25,2016-03-08,1092.7099609375,1092.7099609375,1067.239990234375,1067.8800048828125,4641650000,^RUT,1023.6770111083985,41.35954356120421,1075.9433186848958,1042.1964314778645,24.934012276785715,90.22986174444823,74.2662817002024,1106.396098230807,940.9579239859901
26,2016-03-09,1068.449951171875,1074.199951171875,1067.1300048828125,1072.77001953125,4038120000,^RUT,1029.1205108642578,40.226874084858586,1071.3666585286458,1046.8007173084077,24.496901739211314,66.85455296010285,73.08496048200996,1109.5742590339748,948.6667626945406
27,2016-03-10,1073.4100341796875,1078.97998046875,1054.56005859375,1063.989990234375,4376790000,^RUT,1034.146011352539,37.79996855465647,1065.8433430989583,1051.0514322916665,22.771426246279752,43.30547311738499,64.8574207361363,1109.745948461852,958.5460742432261
28,2016-03-11,1066.1099853515625,1087.8699951171875,1066.1099853515625,1087.56005859375,4078620000,^RUT,1040.8380157470704,34.516943820728976,1080.5133463541667,1055.4354800269718,21.969930843431136,76.09754291266697,69.82837727596369,1109.8719033885284,971.8041281056124
29,2016-03-14,1086.969970703125,1087.4599609375,1079.9000244140625,1084.25,3487850000,^RUT,1046.4510162353515,31.748520955102222,1083.8699951171875,1060.3416689918156,19.724047187234298,79.52501127861761,69.8118753956688,1109.948058145556,982.9539743251471
30,2016-03-15,1082.6800537109375,1082.6800537109375,1065.510009765625,1066.6700439453125,3560280000,^RUT,1049.9945190429687,29.685684331365362,1071.6200358072917,1064.461194719587,15.920846744459547,29.976802124531314,54.908929539575375,1109.3658877056994,990.623150380238
31,2016-03-16,1066.0799560546875,1076.510009765625,1063.6600341796875,1074.510009765625,4057020000,^RUT,1053.1635192871095,28.684550035211306,1071.5600179036458,1067.5816737583705,12.725470095264702,20.841897472773525,53.66134817213195,1110.532619357532,995.7944192166868
32,2016-03-17,1074.4000244140625,1094.68994140625,1069.8900146484375,1091.25,4530480000,^RUT,1057.4905181884765,27.49320014014106,1085.2766520182292,1071.0900065104167,10.241420200892938,92.34816545317015,55.98046184584646,1112.4769184687586,1002.5041179081943
33,2016-03-18,1092.010009765625,1102.97998046875,1092.010009765625,1101.6700439453125,6503140000,^RUT,1062.073519897461,26.79257433230184,1098.8866780598958,1075.4752429780506,9.479515438988122,164.6457932196037,57.498849969208855,1115.6586685620646,1008.4883712328573
34,2016-03-21,1101.4599609375,1103.6300048828125,1096.1600341796875,1098.5799560546875,3376600000,^RUT,1065.9155181884767,26.207377422700603,1099.4566650390625,1079.1388142903647,9.174993605840816,147.63207926207446,51.80827951845651,1118.3302730338778,1013.5007633430755
35,2016-03-22,1096.6800537109375,1100.760009765625,1090.0,1097.3399658203125,3418460000,^RUT,1070.175015258789,23.823481647604268,1096.0333251953125,1081.6292869931176,8.944416487298067,107.35962651597616,65.11384103587953,1117.8219785539975,1022.5280519635805
36,2016-03-23,1097.050048828125,1097.050048828125,1075.699951171875,1075.699951171875,3639510000,^RUT,1072.8560119628905,20.9727247431487,1082.816650390625,1082.384286063058,8.359040759858642,3.4482770610339815,51.282692574897666,1114.8014614491879,1030.9105624765932
37,2016-03-24,1074.699951171875,1079.5400390625,1065.6199951171875,1079.5400390625,3407720000,^RUT,1075.2540161132813,18.61409119416779,1074.9000244140625,1081.9250023251489,8.818324497767874,-53.10893932941979,57.11540738787812,1112.482198501617,1038.0258337249456
38,2016-03-28,1079.93994140625,1084.469970703125,1073.4599609375,1080.22998046875,2809090000,^RUT,1077.406512451172,16.328328994452107,1079.3866373697917,1081.2480962844122,8.407341159119905,-14.760583474132357,45.75757233209176,1110.0631704400762,1044.7498544622676
39,2016-03-29,1079.8199462890625,1109.2099609375,1075.4300537109375,1109.0799560546875,3822330000,^RUT,1081.165509033203,14.314997011926256,1097.9066569010417,1082.816906156994,9.218362198394987,109.12821185434285,61.09172882147075,1109.7955030570556,1052.5355150093505
40,2016-03-30,1110.18994140625,1117.3499755859375,1107.72998046875,1110.43994140625,3590310000,^RUT,1083.9630065917968,14.294557089562332,1111.8399658203125,1085.7078566778273,10.79771537521255,161.34344617920812,72.8658758228037,1112.5521207709214,1055.3738924126721
41,2016-03-31,1110.4300537109375,1117.7900390625,1109.530029296875,1114.030029296875,3715280000,^RUT,1086.381005859375,15.104568580661475,1113.7833658854167,1089.1321440197173,11.873398968962581,138.4114856531448,71.60503548920109,1116.590143020698,1056.1718686980519
42,2016-04-01,1112.9000244140625,1118.3900146484375,1102.1199951171875,1117.6800537109375,3749990000,^RUT,1088.4625061035156,16.41735395382118,1112.7300211588542,1091.433335077195,12.943333217075892,109.69192002547966,66.86230255339099,1121.2972140111578,1055.6277981958733
43,2016-04-04,1117.68994140625,1119.4100341796875,1108.1700439453125,1108.5400390625,3485710000,^RUT,1089.7930053710938,16.930337975756,1112.0400390625,1093.4454810732886,13.587552648012368,91.23329501594205,54.45581554432697,1123.6536813226057,1055.932329419582
44,2016-04-05,1106.219970703125,1106.219970703125,1095.25,1095.8499755859375,4154920000,^RUT,1089.8780029296875,16.957608627702953,1099.1066487630208,1095.4088105701264,11.872010107754054,20.765021589051866,48.4254385594354,1123.7932201850933,1055.9627856742816
45,2016-04-06,1095.989990234375,1109.02001953125,1094.239990234375,1108.81005859375,3750800000,^RUT,1091.9245056152345,16.629708143456625,1104.0233561197917,1097.7276204427083,10.032116117931569,41.83720631536141,55.82769044515038,1125.1839219021476,1058.6650893283213
46,2016-04-07,1107.8900146484375,1107.8900146484375,1088.56005859375,1092.7900390625,3801250000,^RUT,1092.9255065917969,16.00692517515895,1096.4133707682292,1098.5231003534227,9.09741958306761,-15.460278349113084,59.20898573680042,1124.9393569421147,1060.911656241479
47,2016-04-08,1093.8599853515625,1106.050048828125,1093.77001953125,1097.31005859375,3359530000,^RUT,1094.5915100097657,14.499837130325114,1099.0433756510417,1098.5342930385045,9.107013313137779,3.726670827070609,59.50571236032534,1123.5911842704159,1065.5918357491155
48,2016-04-11,1097.9599609375,1110.4300537109375,1094.31005859375,1094.3399658203125,3567840000,^RUT,1094.9305053710937,14.40574422651669,1099.693359375,1098.5511997767858,9.121504803093103,8.347742489645016,57.36811038428735,1123.7419938241271,1066.1190169180602
49,2016-04-12,1094.4599609375,1107.3599853515625,1091.6500244140625,1105.7099609375,4239740000,^RUT,1096.0035034179687,14.367508736969066,1101.5733235677083,1098.9469139462424,9.044461412494668,19.359248359720432,47.84720933388023,1124.7385208919068,1067.2684859440305
50,2016-04-13,1106.47998046875,1129.9300537109375,1106.47998046875,1129.9300537109375,4191830000,^RUT,1099.16650390625,14.532266036942149,1122.1133626302083,1101.7538219633557,9.42959698527849,143.940691552622,59.636120469159074,1128.2310359801343,1070.1019718323657
51,2016-04-14,1130.0799560546875,1132.0899658203125,1125.1300048828125,1128.5899658203125,3765870000,^RUT,1101.8705017089844,14.732909264562041,1128.6033121744792,1105.5897710890997,9.653062885310371,158.93774759235973,57.3623907292208,1131.3363202381086,1072.4046831798603
52,2016-04-15,1128.0799560546875,1132.1400146484375,1125.06005859375,1130.9200439453125,3701450000,^RUT,1103.85400390625,15.85544721408995,1129.3733723958333,1109.1602521623884,9.480239141555055,142.14212624548708,56.78552481431803,1135.56489833443,1072.14310947807
53,2016-04-18,1129.719970703125,1139.47998046875,1125.1600341796875,1139.280029296875,3316880000,^RUT,1105.7345031738282,17.70521327444199,1134.6400146484375,1111.7840634300596,10.121563762223625,150.5429513680641,65.88129047231044,1141.1449297227123,1070.3240766249442
54,2016-04-19,1139.8299560546875,1146.5,1135.8499755859375,1140.22998046875,3896830000,^RUT,1107.8170043945313,19.20530511605684,1140.8599853515625,1113.856921968006,12.329348194355848,146.0096833338308,76.0934815280535,1146.227614626645,1069.4063941624177
55,2016-04-20,1140.1400146484375,1147.719970703125,1137.3199462890625,1142.2900390625,4184880000,^RUT,1110.0645080566405,20.501126381282923,1142.4433186848958,1115.904061453683,14.658428166188319,120.7007869708215,72.57877561504088,1151.0667608192064,1069.0622552940747
56,2016-04-21,1142.3699951171875,1144.5400390625,1133.43994140625,1135.77001953125,4175290000,^RUT,1113.0680114746094,19.58121732920196,1137.9166666666667,1117.7031075613838,16.004039946056537,84.20190224224652,83.24545732663059,1152.2304461330134,1073.9055768162054
57,2016-04-22,1135.6600341796875,1147.4100341796875,1135.510009765625,1146.68994140625,3790580000,^RUT,1116.4255065917969,19.284451248005844,1143.2033284505208,1119.9290568033855,17.102986653645807,90.72205581580471,84.75484653637179,1154.9944090878087,1077.856604095785
58,2016-04-25,1146.260009765625,1146.260009765625,1134.8499755859375,1138.0999755859375,3319740000,^RUT,1119.3190063476563,17.856343140844636,1139.7366536458333,1122.8312000093006,16.303864563403472,69.12657045528364,78.54156050955415,1155.0316926293456,1083.606320065967
59,2016-04-26,1138.699951171875,1150.8199462890625,1138.699951171875,1150.72998046875,3557190000,^RUT,1121.4015075683594,18.99197300600781,1146.7499593098958,1125.883100237165,15.796958456234004,88.06277119967113,78.88855467929979,1159.385453580375,1083.4175615563438
60,2016-04-27,1150.9200439453125,1156.0699462890625,1145.8499755859375,1154.1500244140625,4100110000,^RUT,1123.58701171875,20.14419936044949,1152.0233154296875,1129.8552391415549,14.104475579294169,104.78034041277927,71.20091125130362,1163.8754104396492,1083.298612997851
61,2016-04-28,1153.1099853515625,1155.550048828125,1138.699951171875,1140.4000244140625,4309840000,^RUT,1124.9055114746093,20.34771323030753,1144.8833414713542,1133.1295224144344,12.041554561277605,65.07365250395468,58.49277550518794,1165.6009379352242,1084.2100850139943
62,2016-04-29,1140.1099853515625,1140.1099853515625,1124.260009765625,1130.8499755859375,4704720000,^RUT,1125.5640075683593,20.314651585701416,1131.739990234375,1135.4185674758185,9.209718457695576,-26.628227984317803,49.95435286034202,1166.1933107397622,1084.9347043969565
63,2016-05-02,1131.2099609375,1140.9200439453125,1129.239990234375,1140.9200439453125,3841110000,^RUT,1127.1830078125,20.176308965078228,1137.0266927083333,1137.950950985863,6.320463634672608,-9.748844715120244,51.04512676100163,1167.5356257426563,1086.8303898823435
64,2016-05-03,1138.8699951171875,1138.8699951171875,1116.530029296875,1121.760009765625,4173390000,^RUT,1128.4785095214843,18.846567370517416,1125.7200113932292,1138.2085687546503,6.062845865885395,-137.32338066618777,40.44691270099833,1166.171644262519,1090.7853747804495
65,2016-05-04,1121.1600341796875,1123.68994140625,1110.3900146484375,1113.1300048828125,4058560000,^RUT,1128.6945068359375,18.632829639795506,1115.7366536458333,1137.28952171689,7.071485039328244,-203.19039967031856,35.8775656434638,1165.9601661155286,1091.4288475563465
66,2016-05-05,1114.3499755859375,1118.3800048828125,1107.6400146484375,1107.949951171875,4008530000,^RUT,1129.4525024414063,17.360237544116007,1111.3233235677083,1136.000232514881,8.691595583545904,-189.27793491211722,36.34934820057358,1164.1729775296383,1094.7320273531743
67,2016-05-06,1107.800048828125,1114.77001953125,1101.5699462890625,1114.719970703125,3796350000,^RUT,1130.322998046875,16.050798712888295,1110.3533121744792,1134.2654680524554,10.922007035235945,-145.95703152868114,33.647114652147295,1162.4245954726516,1098.2214006210984
68,2016-05-09,1114.719970703125,1123.6500244140625,1113.0799560546875,1118.25,3788620000,^RUT,1131.5184997558595,13.987454593331657,1118.32666015625,1132.6559448242188,11.819388253348198,-80.82361151480379,39.29231324384086,1159.4934089425228,1103.543590569196
69,2016-05-10,1118.739990234375,1129.0400390625,1117.93994140625,1128.8299560546875,3600200000,^RUT,1132.6744995117188,12.631934711576672,1125.2699788411458,1131.4292776925224,11.692246625212565,-35.11899266131377,37.91926197771119,1157.9383689348722,1107.4106300885653
70,2016-05-11,1128.469970703125,1128.469970703125,1114.6099853515625,1114.739990234375,3821980000,^RUT,1131.9149963378907,13.24729854375042,1119.2733154296875,1130.0976097470239,12.097144717261894,-59.652061541931396,30.549815467031678,1158.4095934253914,1105.42039925039
71,2016-05-12,1114.8699951171875,1119.8900146484375,1101.260009765625,1108.5999755859375,3782390000,^RUT,1130.9154968261719,14.229106260871829,1109.9166666666667,1127.719991048177,12.262858072916677,-96.7872485389034,33.03095915538462,1159.3737093479156,1102.4572843044282
72,2016-05-13,1108.3699951171875,1112.9599609375,1099.43994140625,1102.43994140625,3579880000,^RUT,1129.4914916992188,15.588766634385777,1104.9466145833333,1125.2349882579986,12.395481654575892,-109.11703818127789,34.27085741010326,1160.6690249679905,1098.3139584304472
73,2016-05-16,1103.22998046875,1119.6800537109375,1103.22998046875,1116.2099609375,3501360000,^RUT,1128.33798828125,15.679613728482465,1113.0399983723958,1122.82713390532,11.385789520886517,-57.306144734014,36.85775536889179,1159.697215738215,1096.9787608242852
74,2016-05-17,1115.4100341796875,1118.3399658203125,1094.06005859375,1097.6800537109375,4108960000,^RUT,1126.2104919433593,16.82592002237709,1103.3600260416667,1119.3511846633185,9.697727333120756,-109.93062650900306,37.10647098117701,1159.8623319881135,1092.5586518986051
75,2016-05-18,1097.18994140625,1110.72998046875,1093.949951171875,1102.949951171875,4101320000,^RUT,1124.2434875488282,17.143725111158446,1102.5432942708333,1116.326895577567,8.485039328231307,-108.29728870258474,44.3456646818805,1158.530937771145,1089.9560373265113
76,2016-05-19,1101.68994140625,1103.719970703125,1085.93994140625,1094.780029296875,3846770000,^RUT,1122.1939880371094,18.11580346824933,1094.8133138020833,1113.6892758324034,8.45966531143709,-148.75263055462855,42.92014027424876,1158.425594973608,1085.9623811006109
77,2016-05-20,1095.1600341796875,1112.3199462890625,1095.1600341796875,1112.280029296875,3507650000,^RUT,1120.4734924316406,17.2817170116978,1106.586669921875,1111.5149884905134,6.896669556494495,-47.63959887467165,48.82400839691423,1155.036926455036,1085.910058408245
78,2016-05-23,1112.469970703125,1117.3199462890625,1110.8699951171875,1111.3699951171875,3055480000,^RUT,1119.1369934082031,16.87563375300907,1113.1866455078125,1110.6197480701264,5.97404843284968,28.6449796598165,46.598090473735866,1152.8882609142213,1085.385725902185
79,2016-05-24,1112.510009765625,1136.2900390625,1112.510009765625,1135.31005859375,3627340000,^RUT,1118.3659973144531,15.665106687870276,1128.0367024739583,1111.498322986421,6.877623266103326,160.3109955057426,52.830236964702145,1149.6962106901938,1087.0357839387125
80,2016-05-25,1136.3699951171875,1142.8499755859375,1136.3699951171875,1141.02001953125,3859160000,^RUT,1117.7094970703124,14.30238121327544,1140.0799967447917,1113.5523710704986,9.03211404190584,195.8022640193595,62.384573788787,1146.3142594968633,1089.1047346437615
81,2016-05-26,1141.0999755859375,1143.18994140625,1137.5899658203125,1139.75,3230990000,^RUT,1117.6769958496093,14.24874264202835,1140.1766357421875,1115.682608468192,11.009662654124165,148.31836386812532,65.38578879141419,1146.174481133666,1089.1795105655526
82,2016-05-27,1139.97998046875,1150.449951171875,1139.97998046875,1150.449951171875,3079150000,^RUT,1118.6569946289062,15.79279969841256,1146.9599609375,1117.7278442382812,13.347074962797624,146.01010224186496,72.6955241175072,1150.2425940257313,1087.0713952320812
83,2016-05-31,1150.5999755859375,1158.969970703125,1150.3399658203125,1154.7900390625,4514410000,^RUT,1119.3504943847656,17.074407781850148,1154.6999918619792,1119.8299880254835,15.829049661856986,146.86080163326292,70.02290881076917,1153.499309948466,1085.2016788210653
84,2016-06-01,1154.510009765625,1163.4300537109375,1148.5999755859375,1163.0400390625,3525170000,^RUT,1121.4144958496095,19.677586942558165,1158.356689453125,1122.6216575985861,18.940004517431962,125.78325706187711,87.97352635378857,1160.7696697347258,1082.0593219644932
85,2016-06-02,1162.739990234375,1170.77001953125,1159.3599853515625,1170.5799560546875,3632720000,^RUT,1124.2869934082032,22.40832313869156,1166.9033203125,1126.6921328590029,21.19548107328871,126.47723450879877,88.28259851105378,1169.1036396855864,1079.47034713082
86,2016-06-03,1170.3900146484375,1170.3900146484375,1155.8399658203125,1164.1300048828125,3627780000,^RUT,1127.09599609375,23.734587979369767,1163.4533284505208,1130.8711838495162,22.075948079427103,98.39409685079634,90.03578531068669,1174.5651720524895,1079.6268201350106
87,2016-06-06,1164.260009765625,1179.3399658203125,1163.6800537109375,1176.8699951171875,3442020000,^RUT,1130.2034973144532,25.99031840193041,1173.2966715494792,1135.1752319335938,23.217819940476243,109.4602901668282,89.45631343072117,1182.184134118314,1078.2228605105925
88,2016-06-07,1177.18994140625,1183.75,1175.050048828125,1179.969970703125,3534730000,^RUT,1133.2894958496095,28.07675982051582,1179.5900065104167,1140.6202305385045,22.70262218656996,114.435462275852,90.81392393112114,1189.443015490641,1077.1359762085779
89,2016-06-08,1180.199951171875,1190.1700439453125,1180.199951171875,1188.949951171875,3562060000,^RUT,1136.2954956054687,30.672516842156032,1186.4399820963542,1146.6128510974702,22.3995917703019,118.53528822398198,88.82456679778477,1197.6405292897807,1074.9504619211566
90,2016-06-09,1188.22998046875,1188.22998046875,1177.8599853515625,1181.199951171875,3290320000,^RUT,1139.6184936523437,31.793897541522607,1182.4299723307292,1152.8711838495162,20.314355966996214,97.00459625444456,78.24803386118424,1203.2062887353889,1076.0306985692985
91,2016-06-10,1178.3800048828125,1178.3800048828125,1161.27001953125,1163.9300537109375,3515010000,^RUT,1142.3849975585938,31.357043285794482,1167.8600260416667,1157.2478521437872,17.19245422778488,41.150510013589184,63.877480961488615,1205.0990841301827,1079.6709109870048
92,2016-06-13,1162.530029296875,1164.9000244140625,1149.47998046875,1150.699951171875,3392030000,^RUT,1144.797998046875,29.946530090149864,1155.0266520182292,1160.2364240373884,14.045477004278284,-24.72811243824713,50.13943127290949,1204.6910582271746,1084.9049378665752
93,2016-06-14,1149.5899658203125,1153.219970703125,1141.22998046875,1147.8199462890625,3759770000,^RUT,1146.3784973144532,29.18272323344749,1147.4232991536458,1161.6211809430804,12.66072009858632,-74.76079127084274,46.04824410236819,1204.7439437813482,1088.0130508475581
94,2016-06-15,1148.0899658203125,1157.9599609375,1148.0899658203125,1149.300048828125,3544720000,^RUT,1148.9594970703124,26.83748481246572,1151.7833251953125,1162.4571329752605,11.824768066406266,-60.17768647416091,41.56226761340466,1202.6344666952439,1095.284527445381
95,2016-06-16,1147.8599853515625,1148.8599853515625,1133.0999755859375,1148.18994140625,3628280000,^RUT,1151.2214965820312,24.56585381168723,1143.38330078125,1162.6861804780506,11.595720563616087,-110.9770315172263,35.07135543585662,1200.3532042054057,1102.0897889586568
96,2016-06-17,1148.9599609375,1151.68994140625,1141.489990234375,1144.699951171875,4902630000,^RUT,1153.7174926757812,20.772494074821807,1145.9599609375,1162.6147519066221,11.667149135044658,-95.1662985610088,36.51255526877274,1195.2624808254247,1112.1725045261376
97,2016-06-20,1146.3900146484375,1167.1199951171875,1146.3900146484375,1157.699951171875,3467440000,^RUT,1155.9884887695312,18.344770990121415,1157.0699869791667,1162.7840372721355,11.497863769531266,-33.131083637238675,36.74090384852441,1192.678030749774,1119.2989467892883
98,2016-06-21,1158.1199951171875,1158.8499755859375,1147.77001953125,1153.8699951171875,3232880000,^RUT,1158.1134887695312,15.074285128325055,1153.4966634114583,1162.4368925548736,11.845008486793176,-50.31784290338214,32.12823543375667,1188.2620590261813,1127.964918512881
99,2016-06-22,1154.1500244140625,1161.280029296875,1148.699951171875,1148.969970703125,3168160000,^RUT,1158.796484375,14.274978487177032,1152.9833170572917,1161.442606608073,12.05919247581848,-46.765373207999446,21.003863601755086,1187.346441349354,1130.246527400646
100,2016-06-23,1151.510009765625,1172.219970703125,1151.510009765625,1172.219970703125,3297940000,^RUT,1160.3564819335938,13.930732101104066,1165.316650390625,1161.5757010323662,12.211300389296346,20.423428785891417,44.68263812390312,1188.2179461358019,1132.4950177313858
101,2016-06-24,1162.9200439453125,1162.9200439453125,1123.489990234375,1127.5400390625,7597450000,^RUT,1159.7459838867187,15.099805346095248,1137.9833577473958,1159.0533214750744,12.338575713488549,-113.8433058344271,33.73270310179126,1189.945594578909,1129.5463731945283
102,2016-06-27,1123.81005859375,1123.81005859375,1085.8800048828125,1089.6500244140625,5431220000,^RUT,1156.705987548828,21.73315931665422,1099.780029296875,1153.3526088169642,13.453095935639908,-265.4783195203164,27.6390492277949,1200.1723061821365,1113.2396689155196
103,2016-06-28,1092.1700439453125,1110.5,1092.1700439453125,1107.300048828125,4385810000,^RUT,1154.3314880371095,24.385915938926015,1103.3233642578125,1147.4157075427827,15.235503527582946,-192.93681675893282,36.60766230905352,1203.1033199149615,1105.5596561592574
104,2016-06-29,1110.7900390625,1132.6199951171875,1110.7900390625,1131.6199951171875,4241740000,^RUT,1152.7604858398438,24.803859121473838,1125.010009765625,1143.3142816452753,15.30862364477043,-79.71224718125112,44.923026014606094,1202.3682040827914,1103.1527675968962
105,2016-06-30,1132.1500244140625,1152.030029296875,1128.9100341796875,1151.9200439453125,4622820000,^RUT,1151.827490234375,24.446677017632513,1144.2867024739583,1141.6304728190103,14.34644717261902,12.343263448145091,50.96479844909841,1200.72084426964,1102.93413619911
106,2016-07-01,1151.75,1161.050048828125,1151.25,1156.77001953125,3458890000,^RUT,1151.459490966797,24.30673351242958,1156.356689453125,1141.7254754929315,14.400734414859699,67.73364718166012,53.10013695056737,1200.072957991656,1102.8460239419378
107,2016-07-05,1155.4599609375,1155.4599609375,1133.6300048828125,1139.449951171875,3658380000,^RUT,1149.5884887695313,23.679939241683257,1142.8466389973958,1141.3985711960565,14.213931959502556,6.791776807266584,45.41434220422225,1196.9483672528977,1102.228610286165
