,Date,Open,High,Low,Close,Volume,Ticker,TP,TP_SMA,MD,CCI,SMA_14,STD_14,RSI,BU,BL
0,2010-01-22,1115.489990234375,1115.489990234375,1090.1800537109375,1091.760009765625,6208650000,^GSPC,1099.1433512369792,1136.1423380533854,9.768271484375123,-252.51131943242999,1135.625,12.377112353028506,28.046447045319354,1160.379224706057,1110.870775293943
1,2010-01-25,1092.4000244140625,1102.969970703125,1092.4000244140625,1096.780029296875,4481390000,^GSPC,1097.3833414713542,1131.6610066731769,14.831271972656305,-154.0783342342167,1133.451904296875,15.996858690349594,24.441052052129336,1165.445621677574,1101.458186916176
2,2010-01-26,1095.800048828125,1103.68994140625,1089.8599853515625,1092.1700439453125,4731910000,^GSPC,1095.239990234375,1126.5603393554688,18.034941406250006,-115.77654885066526,1130.6640450613838,18.96832213417041,20.261942764310575,1168.6006893297247,1092.727400793043
3,2010-01-27,1091.93994140625,1099.510009765625,1083.1099853515625,1097.5,5319120000,^GSPC,1093.3733317057292,1122.171004231771,20.708800455729147,-92.70671370723036,1127.5649995349702,21.297063770450155,22.094567572028467,1170.1591270758704,1084.97087199407
4,2010-01-28,1096.9300537109375,1100.219970703125,1078.4599609375,1084.530029296875,5452400000,^GSPC,1087.7366536458333,1116.7026652018228,22.12733154296875,-87.27068753482804,1123.9397641136532,23.5000719895354,15.447085072893287,1170.939908092724,1076.9396201345824
5,2010-01-29,1087.6099853515625,1096.449951171875,1071.5899658203125,1073.8699951171875,5412850000,^GSPC,1080.6366373697917,1110.0106608072917,21.3101318359375,-91.89376416077513,1119.5426199776787,25.495780080561637,8.738858846864773,1170.534180138802,1068.5510598165554
6,2010-02-01,1073.8900146484375,1089.3800048828125,1073.8900146484375,1089.18994140625,4077610000,^GSPC,1084.1533203125,1104.5863240559897,18.88752848307297,-72.12167811086496,1115.107381184896,25.890821385052938,14.053430507820195,1166.889023955002,1063.32573841479
7,2010-02-02,1090.050048828125,1104.72998046875,1087.9599609375,1103.3199462890625,4749540000,^GSPC,1098.6699625651042,1099.904988606771,12.580664062500068,-6.544572610429248,1112.3504725864955,25.400025230324708,21.75835440744794,1163.1505230471448,1061.5504221258461
8,2010-02-03,1100.6700439453125,1102.719970703125,1093.969970703125,1097.280029296875,4285450000,^GSPC,1097.989990234375,1095.862654622396,7.634667968750023,18.576102420228775,1109.1768973214287,24.096183665779417,23.57605895889921,1157.3692646529876,1060.9845299898698
9,2010-02-04,1097.25,1097.25,1062.780029296875,1063.1099853515625,5859690000,^GSPC,1074.3800048828125,1090.8706583658854,7.315203450520857,-150.28657867242939,1103.9499918619792,23.04421704321064,20.972247394599748,1150.0384259484006,1057.861557775558
10,2010-02-05,1064.1199951171875,1067.1300048828125,1044.5,1066.18994140625,6438900000,^GSPC,1059.2733154296875,1086.8836547851563,9.818268229166666,-187.4759629092774,1098.2983224051338,23.641096251896577,23.74784323391667,1145.580514908927,1051.0161299013407
11,2010-02-08,1065.510009765625,1071.199951171875,1056.510009765625,1056.739990234375,4089820000,^GSPC,1061.4833170572917,1083.29365234375,11.480266927083335,-126.65405444540086,1092.2983224051338,21.28675918233283,26.501122102788173,1134.8718407697995,1049.7248040404681
12,2010-02-09,1060.06005859375,1079.280029296875,1060.06005859375,1070.52001953125,5114260000,^GSPC,1069.953369140625,1080.764990234375,11.619661458333326,-62.03061441746379,1087.4083251953125,17.38384196729475,34.71431017078224,1122.176009129902,1052.640641260723
13,2010-02-10,1069.6800537109375,1073.6700439453125,1059.3399658203125,1068.1300048828125,4251450000,^GSPC,1067.0466715494792,1078.13232421875,11.704988606770826,-63.13919099905939,1083.31880405971,14.539174157875856,34.28323237740997,1112.3971523754617,1054.2404557439581
14,2010-02-11,1067.0999755859375,1080.0400390625,1060.5899658203125,1078.469970703125,4400870000,^GSPC,1073.0333251953125,1076.6619913736981,10.96038899739583,-22.071395332457598,1081.4538021995909,14.018444285677743,41.258778136603915,1109.4906907709465,1053.4169136282353
15,2010-02-12,1075.949951171875,1077.81005859375,1062.969970703125,1075.510009765625,4160680000,^GSPC,1072.0966796875,1075.8079956054687,10.677857259114557,-23.171414937834694,1079.6476120721727,13.42457890445366,44.521455487837294,1106.4967698810801,1052.7984542632653
16,2010-02-16,1079.1300048828125,1095.6700439453125,1079.1300048828125,1094.8699951171875,4080770000,^GSPC,1089.8900146484375,1076.3816650390625,11.480994466145807,78.43890555652551,1079.2654709588915,13.01653165448711,53.11044306687899,1105.2985342678658,1053.2324076499171
17,2010-02-17,1096.1400146484375,1101.030029296875,1094.719970703125,1099.510009765625,4259230000,^GSPC,1098.4200032552083,1076.356669108073,11.446000162760424,128.50680781290657,1079.6259474981398,13.49825178994855,49.85506247908979,1106.6224510780369,1052.6294439182427
18,2010-02-18,1099.030029296875,1108.239990234375,1097.47998046875,1106.75,3878620000,^GSPC,1104.1566569010417,1076.9733357747396,12.309333496093723,147.22335770618622,1080.798804873512,14.897987075381184,53.37763688442242,1110.5947790242742,1051.0028307227496
19,2010-02-19,1105.489990234375,1112.4200439453125,1100.800048828125,1109.1700439453125,3944280000,^GSPC,1107.46337890625,1080.2816731770833,15.76067220052082,114.97693069321589,1082.7150006975446,16.513207221495033,73.30358632241308,1115.7414151405346,1049.6885862545546
20,2010-02-22,1110.0,1112.2900390625,1105.3800048828125,1108.010009765625,3814440000,^GSPC,1108.5600179036458,1085.2103434244793,16.48767089843748,94.412665977296,1084.4583362397693,17.906305836665023,93.25414340176759,1120.2709479130995,1048.6457245664392
21,2010-02-23,1107.489990234375,1108.5799560546875,1092.1800537109375,1094.5999755859375,4521050000,^GSPC,1098.4533284505208,1088.9073445638019,14.699866536458263,43.29283699296708,1084.442862374442,17.893168841146988,78.49542762194316,1120.229200056736,1048.656524692148
22,2010-02-24,1095.8900146484375,1106.4200439453125,1095.5,1105.239990234375,4168360000,^GSPC,1102.3866780598958,1092.150675455729,13.307202148437455,51.28051456641052,1084.7569115048364,18.185426238999646,76.87841467864173,1121.1277639828356,1048.386059026837
23,2010-02-25,1101.239990234375,1103.5,1086.02001953125,1102.93994140625,4521130000,^GSPC,1097.4866536458333,1095.1946736653645,10.112800292968586,15.10943170417664,1086.4073864164807,18.219718095602193,74.41969628024574,1122.846822607685,1049.9679502252764
24,2010-02-26,1103.0999755859375,1107.239990234375,1097.56005859375,1104.489990234375,3945190000,^GSPC,1103.0966796875,1098.2010091145833,7.025935872395758,46.45331869263968,1089.53762672061,16.917339074700838,74.26417994265954,1123.3723048700117,1055.7029485712083
25,2010-03-01,1105.3599853515625,1116.1099853515625,1105.3599853515625,1115.7099609375,3847640000,^GSPC,1112.393310546875,1102.2306722005208,4.934537760416697,137.29943025769256,1093.1740548270088,15.861807441504887,78.65637695753324,1124.8976697100186,1061.450439943999
26,2010-03-02,1117.010009765625,1123.4599609375,1116.510009765625,1118.31005859375,4134680000,^GSPC,1119.4266764322917,1105.1843383789062,5.4212060546874685,175.1435370618418,1096.7078624906994,15.80148703809689,74.79984666925866,1128.3108365668932,1065.1048884145057
27,2010-03-03,1119.3599853515625,1125.6400146484375,1116.5799560546875,1118.7900390625,3951320000,^GSPC,1120.336669921875,1107.376005045573,6.2600056966145985,138.02612440977032,1100.5142909458705,14.469119983830376,71.1020862945197,1129.4525309135313,1071.5760509782097
28,2010-03-04,1119.1199951171875,1123.72998046875,1116.6600341796875,1122.969970703125,3945010000,^GSPC,1121.1199951171875,1109.0723388671875,7.397459309895862,108.57472135857454,1103.9490530831474,13.085064660024642,68.05502983540069,1130.1191824031966,1077.7789237630982
29,2010-03-05,1125.1199951171875,1139.3800048828125,1125.1199951171875,1138.699951171875,4133000000,^GSPC,1134.3999837239583,1111.7659993489583,9.769327799479196,154.45610206130098,1108.3992890857514,11.965549915977743,73.64933223969062,1132.3303889177068,1084.468189253796
30,2010-03-08,1138.4000244140625,1141.050048828125,1136.77001953125,1138.5,3774680000,^GSPC,1138.7733561197917,1114.787333170573,12.024003092447947,132.9896694403654,1111.8909563337054,13.215880156082884,75.08298240766207,1138.3227166458712,1085.4591960215396
31,2010-03-09,1137.56005859375,1145.3699951171875,1134.9000244140625,1140.449951171875,5185570000,^GSPC,1140.239990234375,1118.9659993489583,12.100135091145898,117.21076238773341,1114.8780982607889,14.591494513169073,90.50138232127435,1144.061087287127,1085.6951092344507
32,2010-03-10,1140.219970703125,1148.260009765625,1140.0899658203125,1145.6099853515625,5469120000,^GSPC,1144.6533203125,1123.1926635742188,13.059199218750019,109.55575646357946,1117.770717075893,16.225159452878284,90.5889459991513,1150.2210359816495,1085.3203981701363
33,2010-03-11,1143.9599609375,1150.239990234375,1138.989990234375,1150.239990234375,4669060000,^GSPC,1146.489990234375,1128.092997233073,12.818330891927076,95.68064753728765,1120.5583321707588,17.611381045517984,100.0,1155.7810942617948,1085.3355700797229
34,2010-03-12,1151.7099609375,1153.4100341796875,1146.969970703125,1149.989990234375,4928160000,^GSPC,1150.1233317057292,1132.7956624348958,11.58119954427084,99.74596733033209,1123.5271402994792,18.89001730396604,100.0,1161.3071749074113,1085.7471056915472
35,2010-03-15,1148.530029296875,1150.97998046875,1141.449951171875,1150.510009765625,4164110000,^GSPC,1147.6466471354167,1136.32099609375,10.000131835937532,75.50334487235278,1127.0409487769718,18.437053969185634,93.8401206331215,1163.915056715343,1090.1668408386006
36,2010-03-16,1150.8299560546875,1160.280029296875,1150.3499755859375,1159.4599609375,4369770000,^GSPC,1156.6966552734375,1140.0479939778645,9.112394205729151,121.80231978335351,1130.9202328636532,18.56375397354854,94.13432451784314,1168.0477408107502,1093.7927249165562
37,2010-03-17,1159.93994140625,1169.8399658203125,1159.93994140625,1166.2099609375,4963200000,^GSPC,1165.3299560546875,1144.5473225911458,8.73119303385415,158.68494628366426,1135.7661830357142,18.01159470252348,95.04134049266429,1171.789372440761,1099.7429936306673
38,2010-03-18,1166.1300048828125,1167.77001953125,1161.1600341796875,1165.8299560546875,4234510000,^GSPC,1164.9200032552083,1148.9273234049479,8.272130533854192,128.8880358355839,1140.1821347191221,16.932145220652618,94.1770300407201,1174.0464251604274,1106.317844277817
39,2010-03-19,1166.6800537109375,1169.199951171875,1155.3299560546875,1159.9000244140625,5212410000,^GSPC,1161.4766438802083,1151.634989420573,8.376660156249978,78.32600166063584,1143.6880871000744,15.777836415054619,84.0701313170203,1175.2437599301836,1112.1324142699652
40,2010-03-22,1157.25,1167.8199462890625,1152.8800048828125,1165.81005859375,4261680000,^GSPC,1162.1700032552083,1153.9746541341144,8.14399820963538,67.08702458044672,1146.7411818731398,14.828992742106943,82.44429698643967,1176.3991673573537,1117.083196388926
41,2010-03-23,1166.469970703125,1174.719970703125,1163.8299560546875,1174.1700439453125,4411640000,^GSPC,1170.9066569010417,1157.0413208007812,7.919331868489553,116.72142995993269,1150.3533238002233,14.040582106087175,85.39006532706725,1178.4344880123977,1122.272159588049
42,2010-03-24,1172.699951171875,1173.0400390625,1166.010009765625,1167.719970703125,4705750000,^GSPC,1168.92333984375,1159.4683227539062,7.383333333333303,85.37261480671594,1153.7678484235491,12.056997932038316,79.67238298397314,1177.8818442876259,1129.6538525594724
43,2010-03-25,1170.030029296875,1180.68994140625,1165.0899658203125,1165.72998046875,5668900000,^GSPC,1170.5032958984375,1161.8696533203124,6.30706705729167,91.25892695394384,1156.346656436012,11.441096965905754,79.54397772453413,1179.2288503678235,1133.4644625042004
