,Unnamed: 0.1,Unnamed: 0,Date,Open,High,Low,Close,Volume,Ticker,TP,TP_SMA,MD,CCI,SMA_14,STD_14,RSI,BU,BL,Pos,Strategy,Balance,Actions,Return rate
12181,12181,12324,2015-02-18,8759.8203125,8820.490234375,8749.5302734375,8800.7099609375,50003700,^SSMI,8790.243489583334,8632.453385416668,62.72075520833332,167.7170538338818,8586.31333705357,104.9151384610391,85.31058857043888,8796.14361397565,8376.483060131492,8759.8203125,BB_RSI,100000.0,,
12182,12182,12325,2015-02-19,8807.169921875,8910.8203125,8782.2998046875,8900.1796875,50067700,^SSMI,8864.433268229166,8665.21904296875,81.10751302083318,163.74498312237768,8617.979771205359,117.37875654790116,95.16533594422332,8852.737284301162,8383.222258109556,8807.169921875,BB_RSI,100000.0,,
12183,12183,12326,2015-02-20,8910.73046875,8925.75,8832.8701171875,8892.169921875,68549300,^SSMI,8883.5966796875,8697.063053385416,93.92826822916648,132.39438266300425,8650.08668154762,124.47416739713776,95.03929119313705,8899.035016341895,8401.138346753345,8910.73046875,BB_RSI,100000.0,,
12184,12184,12327,2015-02-23,8925.849609375,8988.169921875,8913.9697265625,8977.6904296875,41723600,^SSMI,8959.943359375,8733.336067708335,112.97450520833354,133.7217874946118,8685.600748697918,137.1907543269152,95.59159872771448,8959.982257351749,8411.219240044087,11.0,BB_RSI,100000.0,OrderType.OPEN_SHORT,
12185,12185,12328,2015-02-24,8975.7099609375,8984.6103515625,8936.8798828125,8984.6103515625,49344300,^SSMI,8968.7001953125,8769.8630859375,123.5203125,107.31682120433932,8714.371954055061,151.6336198386415,95.6195684698043,9017.639193732344,8411.104714377778,0.0,BB_RSI,197811.2709890564,,
12186,12186,12329,2015-02-25,8961.76953125,8982.1103515625,8924.7998046875,8977.6201171875,48488200,^SSMI,8961.510091145834,8807.424772135417,120.2119466145832,85.45202777249023,8744.710053943452,155.80001686924942,98.1563696976224,9056.310087681952,8433.110020204953,0.0,BB_RSI,197811.2709890564,,
12187,12187,12330,2015-02-26,8976.7197265625,9049.490234375,8955.669921875,9049.490234375,62170400,^SSMI,9018.216796875,8849.981770833332,111.30195312500018,100.76793881758614,8777.071498325893,162.54282086554497,98.36570042625873,9102.157140056985,8451.985856594803,0.0,BB_RSI,197811.2709890564,,
12188,12188,12331,2015-02-27,9048.7998046875,9067.23046875,8992.1298828125,9014.5302734375,53806300,^SSMI,9024.630208333334,8888.301106770834,98.29902343750018,92.45876971109472,8807.601283482143,166.25965704335064,98.19150347239864,9140.120597568844,8475.081969395442,0.0,BB_RSI,197811.2709890564,,
12189,12189,12332,2015-03-02,9011.599609375,9055.6904296875,8990.5595703125,9055.6904296875,75781200,^SSMI,9033.980143229166,8922.487434895833,86.41123697916646,86.01713714634424,8838.35486421131,165.40627803021306,97.98168826184704,9169.167420271737,8507.542308150883,0.0,BB_RSI,197811.2709890564,,
12190,12190,12333,2015-03-03,9032.3203125,9055.490234375,8941.8203125,8954.6796875,58124100,^SSMI,8983.996744791666,8948.92509765625,61.70037109374971,37.89458260267321,8866.790829613095,152.37209035940535,84.9036348274384,9171.535010331909,8562.046648894284,0.0,BB_RSI,197811.2709890564,,
