,Unnamed: 0,Date,Open,High,Low,Close,Volume,Ticker,TP,TP_SMA,MD,CCI,SMA_20,STD_20,RSI,BU,BL,Pos,Strategy,Balance,Actions,Return rate
1337,1337,2015-06-23,2123.159912109375,2128.030029296875,2119.889892578125,2124.199951171875,3091190000,^GSPC,2124.0399576822915,2104.7606689453123,11.664924316406267,110.18381953759511,2104.7606689453123,13.577404823902766,53.13917324074796,2131.9154785931178,2077.605859297507,2123.159912109375,BbRSI,100000.0,,
1338,1338,2015-06-24,2123.64990234375,2125.10009765625,2108.580078125,2108.580078125,3102480000,^GSPC,2114.0867513020835,2104.5511759440105,11.476380615234415,55.39246607311525,2104.5511759440105,13.388899330903874,54.93126638577344,2131.328974605818,2077.773377282203,2123.64990234375,BbRSI,100000.0,,
1339,1339,2015-06-25,2109.9599609375,2116.0400390625,2101.780029296875,2102.31005859375,3214610000,^GSPC,2106.7100423177085,2103.9546752929687,10.93953002929686,16.791501507899955,2103.9546752929687,12.987925164431193,54.97698999471398,2129.930525621831,2077.9788249641065,2109.9599609375,BbRSI,100000.0,,
1340,1340,2015-06-26,2102.6201171875,2108.919921875,2095.3798828125,2101.489990234375,5025470000,^GSPC,2101.929931640625,2103.502176920573,10.689506022135449,-9.805537485034206,2103.502176920573,12.88754707664039,56.89295407543821,2129.277271073854,2077.7270827672924,2102.6201171875,BbRSI,100000.0,,
1341,1341,2015-06-29,2098.6298828125,2098.6298828125,2056.639892578125,2057.639892578125,3678960000,^GSPC,2070.9698893229165,2101.493672688802,11.777006022135447,-172.7874544034613,2101.493672688802,14.64495697495164,47.362401921718615,2130.783586638705,2072.2037587388986,2098.6298828125,BbRSI,100000.0,,
1342,1342,2015-06-30,2061.18994140625,2074.280029296875,2056.320068359375,2063.110107421875,4078540000,^GSPC,2064.570068359375,2099.283341471354,13.175000000000022,-175.65223586074154,2099.283341471354,16.68219887282957,38.41041329455837,2132.647739217013,2065.918943725695,2061.18994140625,BbRSI,100000.0,,
1343,1343,2015-07-01,2067.0,2082.780029296875,2067.0,2077.419921875,3727260000,^GSPC,2075.7333170572915,2097.3100056966146,13.625673828125011,-105.56879075727464,2097.3100056966146,17.03093306274485,38.15374689274042,2131.3718718221044,2063.2481395711247,2067.0,BbRSI,100000.0,,
1344,1344,2015-07-02,2078.030029296875,2085.06005859375,2071.02001953125,2076.780029296875,2996540000,^GSPC,2077.6200358072915,2096.158341471354,14.558173014322984,-84.89300429764904,2096.158341471354,17.56340617161435,42.5510740289312,2131.285153814583,2061.0315291281254,2078.030029296875,BbRSI,100000.0,,
1345,1345,2015-07-06,2073.949951171875,2078.610107421875,2058.39990234375,2068.760009765625,3486360000,^GSPC,2068.5900065104165,2094.929675292969,15.909705810546916,-110.37148893556063,2094.929675292969,18.61216647694893,44.48596993816165,2132.1540082468664,2057.7053423390707,2073.949951171875,BbRSI,100000.0,,
1346,1346,2015-07-07,2069.52001953125,2083.739990234375,2044.02001953125,2081.340087890625,4458660000,^GSPC,2069.7000325520835,2094.224674479167,16.685206705729207,-97.98956388780152,2094.224674479167,19.309893623114608,40.76546425210139,2132.8444617253963,2055.604887232937,2069.52001953125,BbRSI,100000.0,,
1347,1347,2015-07-08,2077.659912109375,2077.659912109375,2044.6600341796875,2046.6800537109373,3608780000,^GSPC,2056.333333333333,2093.07617594401,17.948555094401037,-136.47465368818996,2093.07617594401,20.864592650834936,33.31668936783929,2134.80536124568,2051.34699064234,2077.659912109375,BbRSI,100000.0,,
1348,1348,2015-07-09,2049.72998046875,2074.280029296875,2049.72998046875,2051.31005859375,3446810000,^GSPC,2058.4400227864585,2091.084509277344,19.50505411783856,-111.57616309313384,2091.084509277344,22.200771684989668,23.91638534761684,2135.486052647323,2046.6829659073644,2049.72998046875,BbRSI,100000.0,,
1349,1349,2015-07-10,2052.739990234375,2081.31005859375,2052.739990234375,2076.6201171875,3065070000,^GSPC,2070.223388671875,2089.0936767578123,19.6003336588542,-64.18356073039914,2089.0936767578123,22.196748180325766,31.927207814881115,2133.487173118464,2044.7001803971607,2052.739990234375,BbRSI,100000.0,,
1350,1350,2015-07-13,2080.030029296875,2100.669921875,2080.030029296875,2099.60009765625,3096730000,^GSPC,2093.433349609375,2088.8841756184893,19.390832519531276,15.640291140340324,2088.8841756184893,22.131682700633476,39.54904721471567,2133.1475410197563,2044.6208102172225,2080.030029296875,BbRSI,100000.0,,
1351,1351,2015-07-14,2099.719970703125,2111.97998046875,2098.179931640625,2108.949951171875,3002120000,^GSPC,2106.3699544270835,2090.065006510417,19.840496419270835,54.78676061360981,2090.065006510417,22.41556583867828,43.95124872898483,2134.896138187773,2045.2338748330603,2099.719970703125,BbRSI,100000.0,,
1352,1352,2015-07-15,2109.010009765625,2114.139892578125,2102.489990234375,2107.39990234375,3261810000,^GSPC,2108.0099283854165,2090.869002278646,20.564092610677086,55.569114025713205,2090.869002278646,22.77152889188336,47.79425665456734,2136.412060062413,2045.3259444948792,2109.010009765625,BbRSI,100000.0,,
1353,1353,2015-07-16,2110.550048828125,2124.419921875,2110.550048828125,2124.2900390625,3227080000,^GSPC,2119.753336588541,2091.9218343098955,21.511641438802123,86.25252938142994,2091.9218343098955,23.623328019682155,54.58893794414561,2139.16849034926,2044.6751782705312,2110.550048828125,BbRSI,100000.0,,
1354,1354,2015-07-17,2126.800048828125,2128.909912109375,2119.8798828125,2126.639892578125,3362750000,^GSPC,2125.1432291666665,2092.35449625651,21.901037190755236,99.8087674252448,2092.35449625651,24.16989620786842,58.13209200700408,2140.6942886722472,2044.0147038407736,2126.800048828125,BbRSI,100000.0,,
1355,1355,2015-07-20,2126.85009765625,2132.820068359375,2123.659912109375,2128.280029296875,3245870000,^GSPC,2128.253336588541,2093.082499186198,22.55623982747402,103.95006044551926,2093.082499186198,25.049715973893058,74.93261207294125,2143.181931133984,2042.983067238412,2126.85009765625,BbRSI,100000.0,,
1356,1356,2015-07-21,2127.550048828125,2128.489990234375,2115.39990234375,2119.2099609375,3343690000,^GSPC,2121.0332845052085,2093.047159830729,22.5244344075521,82.83189762756986,2093.047159830729,25.007622103483296,74.4013780859575,2143.062404037696,2043.0319156237629,2127.550048828125,BbRSI,100000.0,,
1357,1357,2015-07-22,2118.2099609375,2118.510009765625,2110.0,2114.14990234375,3694070000,^GSPC,2114.219970703125,2092.5561604817717,22.082534993489595,65.4025461833396,2092.5561604817717,24.457433372783527,67.28232826352303,2141.4710272273383,2043.6412937362045,2118.2099609375,BbRSI,100000.0,,
1358,1358,2015-07-23,2114.159912109375,2116.8701171875,2098.6298828125,2102.14990234375,3772810000,^GSPC,2105.88330078125,2092.145987955729,21.713379720052124,42.1777202279094,2092.145987955729,24.14412470099486,61.99661896790791,2140.4342373577188,2043.8577385537396,2114.159912109375,BbRSI,100000.0,,
1359,1359,2015-07-24,2102.239990234375,2106.010009765625,2077.090087890625,2079.64990234375,3870040000,^GSPC,2087.583333333333,2091.1896525065104,21.2133097330729,-11.333510953123891,2091.1896525065104,23.914596931892188,57.4737606603323,2139.018846370295,2043.360458642726,2102.239990234375,BbRSI,100000.0,,
1360,1360,2015-07-27,2078.18994140625,2078.18994140625,2063.52001953125,2067.639892578125,3836750000,^GSPC,2069.7832845052085,2089.58232014974,21.585880940755192,-61.14810478470248,2089.58232014974,24.23292630732472,50.02895584050343,2138.048172764389,2041.11646753509,2078.18994140625,BbRSI,100000.0,,
1361,1361,2015-07-28,2070.75,2095.60009765625,2069.090087890625,2093.25,4117740000,^GSPC,2085.9800618489585,2090.332828776042,20.91042317708332,-13.877503068593368,2090.332828776042,23.855649281865052,60.11234364408454,2138.044127339772,2042.621530212312,2070.75,BbRSI,100000.0,,
