,Unnamed: 0.1,Unnamed: 0,Date,Open,High,Low,Close,Volume,Ticker,TP,TP_SMA,MD,CCI,SMA_14,STD_14,RSI,BU,BL,Pos,Strategy,Balance,Actions,Return rate
1263,1263,1289,2015-02-19,2099.25,2102.1298828125,2090.7900390625,2097.449951171875,3247100000,^GSPC,2096.7899576822915,2076.0596638997395,17.37899169921875,79.5224262386636,2061.259521484375,30.900328686799508,84.68491393734122,2123.060178857974,1999.458864110776,48.0,B&H,100000.0,OrderType.OPEN_LONG,
1264,1264,1290,2015-02-20,2097.64990234375,2110.610107421875,2085.43994140625,2110.300048828125,3281600000,^GSPC,2102.11669921875,2080.6206665039062,17.11719563802085,83.7210065224181,2068.2752394903277,27.87681625580159,83.15809339898038,2124.0288720019303,2012.521606978724,0.0,B&H,-779.8277164062456,,
1265,1265,1291,2015-02-23,2109.830078125,2110.050048828125,2103.0,2109.659912109375,3093680000,^GSPC,2107.5699869791665,2085.449670410156,16.370388997395867,90.08263465834224,2075.401428222656,23.66235358162721,83.78975672477604,2122.7261353859108,2028.0767210594015,0.0,B&H,-779.8277164062456,,
1266,1266,1292,2015-02-24,2109.10009765625,2117.93994140625,2105.8701171875,2115.47998046875,3199840000,^GSPC,2113.0966796875,2091.933341471354,12.822651367187518,110.03100482167912,2080.550237746466,23.445582094114943,99.14601986904052,2127.441401934696,2033.659073558236,0.0,B&H,-779.8277164062456,,
1267,1267,1293,2015-02-25,2115.300048828125,2119.590087890625,2109.889892578125,2113.860107421875,3312340000,^GSPC,2114.446695963541,2097.109000651041,9.81521158854166,117.7607169993184,2085.559050060453,22.58553811301292,98.9347966926681,2130.7301262864794,2040.387973834428,0.0,B&H,-779.8277164062456,,
1268,1268,1294,2015-02-26,2113.909912109375,2113.909912109375,2103.760009765625,2110.739990234375,3408690000,^GSPC,2109.469970703125,2101.389331054688,7.950675455729152,67.7564205576595,2089.3421427408853,21.76573060554496,89.71846450562515,2132.8736039519754,2045.8106815297956,0.0,B&H,-779.8277164062456,,
1269,1269,1295,2015-02-27,2110.8798828125,2112.739990234375,2103.75,2104.5,3547380000,^GSPC,2106.9966634114585,2103.8559977213545,6.460001627604152,32.41140246449966,2092.750479561942,20.388577643770173,80.30797536197142,2133.527634849482,2051.973324274402,0.0,B&H,-779.8277164062456,,
1270,1270,1296,2015-03-02,2105.22998046875,2117.52001953125,2104.5,2117.389892578125,3409490000,^GSPC,2113.1366373697915,2105.8123291015627,5.968531901041615,81.81027193583525,2097.384527297247,16.50074965059169,77.48427960578972,2130.3860265984304,2064.383027996064,0.0,B&H,-779.8277164062456,,
1271,1271,1297,2015-03-03,2115.760009765625,2115.760009765625,2098.260009765625,2107.780029296875,3262300000,^GSPC,2107.2666829427085,2106.824324544271,4.842609049479142,6.089808116765346,2100.5685686383927,13.276908646150924,63.35560090215921,2127.1223859306947,2074.01475134609,0.0,B&H,-779.8277164062456,,
1272,1272,1298,2015-03-04,2107.719970703125,2107.719970703125,2094.489990234375,2098.530029296875,3421110000,^GSPC,2100.2466634114585,2107.113663736979,4.460934244791633,-102.62424787719736,2102.9671398344494,9.037582191544187,53.23645393737938,2121.042304217538,2084.891975451361,0.0,B&H,-779.8277164062456,,
1273,1273,1299,2015-03-05,2098.5400390625,2104.25,2095.219970703125,2101.0400390625,3103030000,^GSPC,2100.1700032552085,2107.4516682942717,4.09232584635406,-118.6230896960492,2104.241426013765,6.911593485979755,53.822423954618,2118.0646129857246,2090.418239041806,0.0,B&H,-779.8277164062456,,
1274,1274,1300,2015-03-06,2100.909912109375,2100.909912109375,2067.27001953125,2071.260009765625,3853570000,^GSPC,2079.8133138020835,2105.221329752604,7.086801757812464,-239.01723061004137,2103.258568173363,9.158483841795151,31.176457659667207,2121.5755358569536,2084.941600489773,0.0,B&H,-779.8277164062456,,
1275,1275,1301,2015-03-09,2072.25,2083.489990234375,2072.2099609375,2079.429931640625,3349090000,^GSPC,2078.3766276041665,2102.301993815104,10.120273437499964,-157.60684964817557,2101.9178466796875,11.255776795126405,23.56953609204453,2124.4294002699403,2079.4062930894347,0.0,B&H,-779.8277164062456,,
1276,1276,1302,2015-03-10,2076.139892578125,2076.139892578125,2044.1600341796875,2044.1600341796875,3668900000,^GSPC,2054.8199869791665,2096.4743245442705,15.282609049479152,-181.7069211600517,2098.879754929316,16.905064483045326,10.224311191786,2132.689883895406,2065.069625963225,0.0,B&H,-779.8277164062456,,
1277,1277,1303,2015-03-11,2044.68994140625,2050.080078125,2039.68994140625,2040.239990234375,3406570000,^GSPC,2043.336669921875,2089.3633219401045,20.221337890625,-151.74285126329616,2095.0616629464284,22.51791276268064,7.362964235246054,2140.09748847179,2050.025837421067,0.0,B&H,-779.8277164062456,,
1278,1278,1304,2015-03-12,2041.0999755859373,2066.409912109375,2041.0999755859373,2065.949951171875,3405860000,^GSPC,2057.8199462890625,2084.198319498698,21.365010579427143,-82.31019626402836,2091.8976091657364,24.47722293141468,22.20023871836689,2140.8520550285657,2042.9431633029071,0.0,B&H,-779.8277164062456,,
1279,1279,1305,2015-03-13,2064.56005859375,2064.56005859375,2041.1700439453125,2053.39990234375,3498560000,^GSPC,2053.043334960937,2078.802986653646,21.323673502604244,-80.5353783266981,2088.0028483072915,26.07741533805776,21.663116961606136,2140.157678983407,2035.848017631176,0.0,B&H,-779.8277164062456,,
1280,1280,1306,2015-03-16,2055.35009765625,2081.409912109375,2055.35009765625,2081.18994140625,3295600000,^GSPC,2072.6499837239585,2074.7543212890623,18.420336914062545,-7.615993760669055,2085.1137985956098,25.312763945883543,31.37114373314056,2135.7393264873767,2034.4882707038428,0.0,B&H,-779.8277164062456,,
1281,1281,1307,2015-03-17,2080.590087890625,2080.590087890625,2065.080078125,2074.280029296875,3221840000,^GSPC,2073.316731770833,2071.359326171875,15.283473307291706,8.538223214939107,2082.175944010417,23.99917675722442,33.59323934976568,2130.174297524866,2034.177590495968,0.0,B&H,-779.8277164062456,,
1282,1282,1308,2015-03-18,2072.840087890625,2106.85009765625,2061.22998046875,2099.5,4128210000,^GSPC,2089.193359375,2070.2539957682293,14.399208984375036,87.68705571406652,2080.7276146298364,22.807554953921887,45.07954356909601,2126.34272453768,2035.1125047219923,0.0,B&H,-779.8277164062456,,
1283,1283,1309,2015-03-19,2098.68994140625,2098.68994140625,2085.56005859375,2089.27001953125,3305220000,^GSPC,2091.17333984375,2069.3543294270835,13.679475911458349,106.33453385637505,2079.5973772321427,21.77430641479765,46.06180645850768,2123.145990061738,2036.0487644025477,0.0,B&H,-779.8277164062456,,
1284,1284,1310,2015-03-20,2090.320068359375,2113.919921875,2090.320068359375,2108.10009765625,5554120000,^GSPC,2104.1133626302085,2071.784334309896,15.623479817708404,137.95060894466243,2078.952857607887,20.817709453924163,61.37572870053386,2120.5882765157357,2037.3174387000383,0.0,B&H,-779.8277164062456,,
1285,1285,1311,2015-03-23,2107.989990234375,2114.860107421875,2104.419921875,2104.419921875,3267960000,^GSPC,2107.8999837239585,2074.736669921875,18.686673177083367,118.31360059943194,2078.998093377976,20.88454730038176,63.52340799886692,2120.7671879787395,2037.2289987772128,0.0,B&H,-779.8277164062456,,
1286,1286,1312,2015-03-24,2103.93994140625,2107.6298828125,2091.5,2091.5,3189820000,^GSPC,2096.8766276041665,2078.942333984375,18.90900065104165,63.23018316607291,2078.7573765345983,20.63877072306862,71.7632185805512,2120.034917980736,2037.479835088461,0.0,B&H,-779.8277164062456,,
1287,1287,1313,2015-03-25,2093.10009765625,2097.429931640625,2061.050048828125,2061.050048828125,3521140000,^GSPC,2073.1766764322915,2081.926334635417,15.925,-36.62860576923229,2076.8292817615325,19.725155900081745,63.708218186603375,2116.279593561696,2037.378969961369,0.0,B&H,-779.8277164062456,,
1288,1288,1314,2015-03-26,2059.93994140625,2067.14990234375,2045.5,2056.14990234375,3510670000,^GSPC,2056.2666015625,2081.7710001627606,16.08033447265625,-105.73742995885024,2075.14737374442,20.44199870615006,49.30197195892907,2116.03137115672,2034.26337633212,0.0,B&H,-779.8277164062456,,
1289,1289,1315,2015-03-27,2055.780029296875,2062.830078125,2052.9599609375,2061.02001953125,3008550000,^GSPC,2058.9366861979165,2082.3603352864584,15.490999348958349,-100.80541421027146,2073.758806501116,20.861712608951507,52.69940683314198,2115.482231719019,2032.035381283213,0.0,B&H,-779.8277164062456,,
1290,1290,1316,2015-03-30,2064.110107421875,2088.969970703125,2064.110107421875,2086.239990234375,2917690000,^GSPC,2079.7733561197915,2083.072672526041,14.778662109375045,-14.88324352065687,2075.541190011161,20.173789425647083,53.22645328992654,2115.888768862455,2035.1936111598664,0.0,B&H,-779.8277164062456,,
